Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"83 1st St San Francisco, CA 94105",Full Bar,Casual,"Financial District, SoMa","Wed, Thu, Fri",Yes,No,Yes,Yes,No,Yes,,83 Proof,Loud,No,Street,$$,Moderate,4.0,694,No,No,,,No,0.0
"3158 Mission St San Francisco, CA 94110",Full Bar,Divey,"Bernal Heights, Mission","Fri, Sat, Sun",Yes,Yes,Yes,Yes,Yes,No,Live,El Rio,Loud,Yes,Street,$,Inexpensive,4.0,708,Outdoor Area / Patio Only,Yes,,,No,0.0
"1221 Polk St San Francisco, CA 94109",Full Bar,Casual,Lower Nob Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Lush Lounge,Loud,No,Street,$$,Moderate,4.0,663,No,No,,,No,0.0
"2124 Market St San Francisco, CA 94114",Full Bar,Hipster,Duboce Triangle,"Thu, Fri, Sat",Yes,No,Yes,Yes,,No,,Blackbird,Average,No,Street,$$,Moderate,4.0,641,No,Yes,,,,0.0
"1601 Haight St San Francisco, CA 94117",Full Bar,Casual,The Haight,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Hobsonâ€™s Choice,Average,No,Street,$$,Moderate,4.0,629,No,No,,,No,0.0
"2140 Mission St San Francisco, CA 94110",Beer & Wine Only,Hipster,Mission,,Yes,No,Yes,Yes,,No,Juke Box,The Sycamore,Average,Yes,Street,$$,11-30,4.0,621,Outdoor Area / Patio Only,No,,No,No,0.0
"3200 16th St San Francisco, CA 94103",Full Bar,,Mission,"Wed, Thu, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,Elixir,Average,No,Street,$$,Moderate,4.0,615,No,No,,,No,0.0
"1145 Folsom St San Francisco, CA 94103",Full Bar,Casual,SoMa,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Juke Box,Bloodhound,Average,No,Street,$$,Moderate,4.0,592,No,No,,,No,0.0
"3010 20th St San Francisco, CA 94110",Full Bar,Hipster,Mission,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Trick Dog,Loud,No,Street,$$,Moderate,4.0,592,No,No,,,No,0.0
"598 Haight St San Francisco, CA 94117",Full Bar,Trendy,Lower Haight,"Fri, Sat, Sun",Yes,No,Yes,No,No,No,Background,Maven,Average,No,Street,$$,11-30,4.0,565,No,Yes,,Yes,No,0.0
"431 Natoma St San Francisco, CA 94103",Full Bar,Divey,SoMa,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,,Tempest,Loud,No,Street,$,Under 10,4.0,568,Outdoor Area / Patio Only,No,,No,Free,0.0
"582 Sutter St San Francisco, CA 94102",Beer & Wine Only,Casual,Union Square,"Thu, Fri, Sat",No,No,Yes,No,No,Yes,Background,Hogwash,Average,No,Street,$$,11-30,4.5,628,No,No,,No,No,0.0
"858 Folsom St San Francisco, CA 94107",Beer & Wine Only,Casual,SoMa,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,,Jamber,Average,Yes,Street,$$,11-30,4.0,552,No,No,,Yes,Free,0.0
"248 S 4th St Columbus, OH 43215",Full Bar,Hipster,Downtown,"Thu, Fri, Sat",Yes,No,No,Yes,No,Yes,,Dirty Frankâ€™s Hot Dog Palace,Average,No,Street,$,Under 10,4.0,821,No,No,,Yes,No,0.0
"183 Thurman Ave Columbus, OH 43206",Full Bar,Divey,German Village,"Mon, Tue, Wed",Yes,No,Yes,Yes,No,Yes,Juke Box,The Thurman Cafe,Loud,No,Street,$$,11-30,4.0,678,No,No,,Yes,No,0.0
"215 N 4th St Columbus, OH 43215",Full Bar,Trendy,Downtown,,Yes,,Yes,,,Yes,,Wolfâ€™s Ridge Brewing,Average,No,Street,$$,11-30,4.0,552,,Yes,,Yes,Free,0.0
"73 E Gay St Columbus, OH 43215",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Tip Top Kitchen & Cocktails,Average,Yes,Street,$$,11-30,4.0,442,Outdoor Area / Patio Only,No,,Yes,No,0.0
"169 E Beck St Columbus, OH 43206",Full Bar,"Classy, Upscale",German Village,"Wed, Fri, Sat",No,No,Yes,Yes,,No,,Lindeyâ€™s,Average,Yes,Valet,$$$,31-60,4.0,444,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"733 N High St Columbus, OH 43215",Full Bar,Trendy,Short North,,Yes,,Yes,,,Yes,,Bakersfield Short North,Loud,No,Street,$$,11-30,4.0,384,,No,,Yes,No,0.0
"2855 Indianola Ave Columbus, OH 43202",Full Bar,"Hipster, Trendy",Clintonville,,Yes,,Yes,,,Yes,,The Crest Gastropub,Average,Yes,"Street, Private Lot",$$,11-30,3.5,389,,No,,Yes,Free,0.0
"1227 N High St Columbus, OH 43201",Full Bar,"Hipster, Casual","University District, Short North","Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Condado,Loud,Yes,Street,$$,11-30,4.0,408,No,Yes,,Yes,Free,0.0
"263 E Whittier St Columbus, OH 43206",Full Bar,"Romantic, Classy",German Village,,Yes,,Yes,,,Yes,,Barcelona,Average,Yes,"Valet, Street",$$$,31-60,4.0,329,,Yes,,Yes,Free,0.0
"3945 Easton Station Columbus, OH 43219",Full Bar,Casual,Easton,,Yes,,Yes,,,Yes,,Flip Side,Average,Yes,Street,$$,11-30,4.0,338,,Yes,,Yes,Free,0.0
"467 N High St Columbus, OH 43215",Full Bar,Casual,Short North,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Barleyâ€™s Brewing Company,Average,No,"Garage, Street",$$,11-30,4.0,306,No,No,,Yes,Free,0.0
"721 N High St Columbus, OH 43215",Full Bar,Trendy,Short North,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Forno Kitchen + Bar,Average,No,Street,$$,11-30,4.0,329,No,Yes,,Yes,Free,0.0
"161 N High St Columbus, OH 43215",Full Bar,,Downtown,,Yes,,Yes,,,Yes,,The Elevator Brewery and Draught Haus,Average,Yes,Street,$$,11-30,3.5,275,,Yes,,Yes,No,0.0
"800 Goodale Blvd Columbus, OH 43212",Full Bar,Casual,Grandview Heights,"Fri, Sat, Sun",Yes,Yes,Yes,Yes,No,Yes,Live,Hofbrauhaus Columbus,Loud,Yes,"Garage, Private Lot",$$,11-30,3.5,247,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2885 N High St Columbus, OH 43202",Full Bar,Hipster,Clintonville,,Yes,,Yes,,,Yes,,Harvest Bar + Kitchen,Average,Yes,"Street, Private Lot",$$,11-30,4.5,256,,No,,Yes,Free,0.0
"240 S 4th St Columbus, OH 43215",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Little Palace Bar & Restaurant,Average,Yes,Street,$$,11-30,4.0,228,No,No,,Yes,No,0.0
"741 N High St Columbus, OH 43215",Full Bar,Casual,Short North,"Tue, Sat, Sun",Yes,No,No,Yes,No,Yes,Juke Box,Press Grill,Average,No,Street,$$,11-30,4.0,234,No,No,,Yes,No,0.0
"254 S 4th St Columbus, OH 43215",Full Bar,"Hipster, Casual",Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,16-Bit Bar + Arcade,Loud,Yes,Street,$$,Moderate,4.5,229,Outdoor Area / Patio Only,No,,,,0.0
"821 Mohawk St Columbus, OH 43206",Full Bar,Casual,German Village,,Yes,,Yes,,,Yes,,The Old Mohawk,Average,No,Street,$$,11-30,4.0,216,,No,,Yes,Free,0.0
"780 N High St Columbus, OH 43215",Full Bar,Casual,Short North,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Short North Pint House,Loud,No,Street,$$,11-30,4.0,247,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"811 Highland St Columbus, OH 43215",Full Bar,"Intimate, Romantic",Victorian Village,,Yes,,No,,,No,,Basi Italia,Average,Yes,Valet,$$$,31-60,4.0,217,,Yes,,Yes,No,0.0
"26 E 5th Ave Columbus, OH 43201",Full Bar,"Hipster, Casual","University District, Short North","Wed, Fri, Sat",Yes,Yes,Yes,No,No,No,Live,Brothers Drake Meadery & Bar,Average,Yes,Street,$$,Moderate,4.5,203,Outdoor Area / Patio Only,Yes,,,Free,0.0
"143 E Main St Columbus, OH 43215",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Live,The Walrus,Average,Yes,Street,$$,11-30,4.0,218,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"747 N High St Columbus, OH 43215",Full Bar,Casual,Short North,,Yes,,No,,,Yes,,Philco Bar + Diner,Average,No,Street,$$,11-30,4.0,206,,No,,Yes,No,0.0
"238 S 4th St Columbus, OH 43215",Full Bar,Casual,Downtown,"Wed, Fri, Sun",Yes,No,No,Yes,No,Yes,,El Camino Inn,Average,No,Street,$,Under 10,4.0,188,No,No,,Yes,No,0.0
"122 E Main St Columbus, OH 43215",Full Bar,Classy,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Sidebar Columbus,Average,Yes,"Valet, Street, Private Lot",$$,11-30,4.0,202,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"250 N 3rd St Columbus, OH 43215",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,OH Pizza & Brew,Average,No,Street,$$,11-30,4.0,192,No,No,,Yes,Free,0.0
"862 N High St Columbus, OH 43215",Full Bar,Casual,"Short North, Italian Village","Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Arch City Tavern,Average,No,Street,$$,11-30,4.0,189,No,Yes,,Yes,Free,0.0
"1101 N 4th St Columbus, OH 43201",Full Bar,"Hipster, Trendy",Italian Village,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,,Seventh Son Brewing,Average,Yes,"Street, Private Lot",$$,Moderate,4.0,159,Outdoor Area / Patio Only,No,,,Free,0.0
"262 E Sycamore St Columbus, OH 43206",Full Bar,,German Village,"Fri, Sat",Yes,No,No,Yes,No,Yes,Background,The Sycamore,Average,Yes,Street,$$,11-30,4.0,192,No,Yes,,Yes,No,0.0
"1423B Grandview Ave Columbus, OH 43212",Full Bar,Casual,Grandview Heights,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Local Cantina - Grandview,Loud,Yes,Private Lot,$,Under 10,3.5,175,No,No,,Yes,Free,0.0
"401 N Front St Ste 120 Columbus, OH 43215",Full Bar,Casual,Arena District,,Yes,No,Yes,Yes,Yes,Yes,,Gordon Biersch Brewery Restaurant,Average,Yes,Garage,$$,11-30,3.0,148,,Yes,,Yes,Free,0.0
"105 N Grant Ave Columbus, OH 43215",Full Bar,Casual,Discovery District,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Grass Skirt Tiki Room,Average,Yes,Private Lot,$$,11-30,3.5,158,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1027 W 5th Ave Columbus, OH 43212",Full Bar,Casual,Grandview Heights,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Brazenhead Irish Pub,Loud,Yes,Private Lot,$$,11-30,3.5,152,Outdoor Area / Patio Only,No,,Yes,No,0.0
"4022 Townsfair Way Columbus, OH 43219",Full Bar,Casual,Easton,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Fado Irish Pub & Restaurant,Loud,Yes,"Garage, Street, Private Lot",$$,11-30,3.5,141,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"2820 Nottingham Rd Columbus, OH 43221",Full Bar,Casual,Upper Arlington,,Yes,,Yes,,,Yes,,Galloâ€™s Kitchen & Bar,Average,No,Private Lot,$$,11-30,4.5,149,,Yes,,Yes,No,0.0
"100 Hutchinson Ave Columbus, OH 43235",Full Bar,Casual,Crosswoods,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Winking Lizard Tavern,Average,Yes,Private Lot,$$,11-30,3.5,142,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"790 N High St Columbus, OH 43215",Full Bar,"Casual, Trendy","Short North, Italian Village",,No,,Yes,,,Yes,,The Eagle Short North,Average,Yes,"Garage, Street",$$,11-30,4.5,174,,Yes,,Yes,No,0.0
"3055 Indianola Ave Columbus, OH 43202",Full Bar,"Hipster, Casual",Clintonville,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Studio 35 Cinema & Drafthouse,Average,No,Street,$$,Moderate,4.5,130,No,No,,,,0.0
"4205 Weaverton Ln Columbus, OH 43219",Full Bar,Casual,Easton,"Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,,Pies & Pints,Average,Yes,Private Lot,$$,11-30,4.0,147,No,No,,Yes,Free,0.0
"410 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Casual,Easton,,Yes,,Yes,,,Yes,,Bru Burger Bar - Indianapolis,Average,Yes,Street,$$,11-30,4.0,994,,No,,Yes,Free,0.0
"334 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Trendy,Easton,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Bakersfield Mass Ave,Loud,Yes,Street,$$,11-30,4.0,731,No,No,,Yes,No,0.0
"653 Virginia Ave Indianapolis, IN 46203",Full Bar,"Hipster, Trendy",Fletcher Place,,Yes,,Yes,,,No,,Bluebeard,Average,Yes,Street,$$$,31-60,4.5,593,,No,,Yes,No,0.0
"11 W Maryland St Indianapolis, IN 46204",Full Bar,Trendy,Fletcher Place,Sun,Yes,No,Yes,Yes,No,Yes,,Nada,Average,No,Garage,$$,11-30,4.5,624,No,Yes,,Yes,Free,0.0
"310 Massachusetts Ave Indianapolis, IN 46204",Full Bar,"Hipster, Casual",Fletcher Place,,Yes,,Yes,,,Yes,,The Eagle,Average,Yes,"Garage, Street",$$,11-30,4.5,605,,No,,Yes,No,0.0
"1011 E Westfield Blvd Indianapolis, IN 46220",Beer & Wine Only,Casual,Broad Ripple,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Brugge Brasserie,Average,Yes,Street,$$,11-30,4.0,476,No,No,,Yes,No,0.0
"153 S Illinois St Indianapolis, IN 46225",Full Bar,Classy,Broad Ripple,,Yes,,Yes,,,Yes,,Harry & Izzyâ€™s,Average,Yes,Garage,$$$,31-60,4.0,475,,Yes,,Yes,Free,0.0
"401 E Michigan St Indianapolis, IN 46204",Full Bar,Casual,Renaissance Place,"Thu, Fri, Sat",Yes,Yes,Yes,No,No,No,Live,The Rathskeller,Average,Yes,Street,$$,11-30,4.0,427,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"6280 N College Ave Indianapolis, IN 46220",Full Bar,Casual,Broad Ripple,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,HopCat,Average,Yes,"Garage, Street",$$,11-30,3.5,382,No,No,,Yes,Free,0.0
"5406 N College Ave Indianapolis, IN 46220",Beer & Wine Only,Casual,"SoBro, Meridian Kessler","Tue, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Twenty Tap,Average,Yes,Street,$$,11-30,4.5,372,No,No,,Yes,Free,0.0
"8617 Allisonville Rd Indianapolis, IN 46250",Full Bar,Casual,"SoBro, Meridian Kessler","Tue, Fri, Sat",No,No,Yes,Yes,No,Yes,Live,Ale Emporium,Loud,Yes,Private Lot,$$,11-30,4.0,398,No,Yes,,Yes,Free,0.0
"122 E 22nd St Indianapolis, IN 46202",Beer & Wine Only,Casual,Herron Morton Place,,Yes,,Yes,,,Yes,,Shoefly Public House,Average,Yes,"Street, Private Lot",$$,11-30,4.0,364,,No,,Yes,Free,0.0
"1 Virginia Ave Indianapolis, IN 46204",Full Bar,Casual,Herron Morton Place,"Mon, Fri, Sat",Yes,No,Yes,No,No,Yes,,Scottyâ€™s Brewhouse,Average,Yes,Street,$$,11-30,3.5,361,No,No,,Yes,Free,0.0
"15 W Maryland St Indianapolis, IN 46204",Full Bar,Casual,Herron Morton Place,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Yard House,Average,No,"Garage, Street",$$,11-30,4.0,387,No,Yes,,Yes,Free,0.0
"620 N East St Indianapolis, IN 46202",Full Bar,Trendy,"Chatham Arch, Renaissance Place","Fri, Sat, Sun",Yes,No,Yes,No,,Yes,Live,Union 50,Average,Yes,Street,$$,11-30,4.5,358,No,Yes,,Yes,Free,0.0
"402 E 16th St Indianapolis, IN 46202",Beer & Wine Only,,"Old Northside, Herron Morton Place","Thu, Fri, Sat",Yes,No,Yes,No,,No,,Tinker Street,Average,Yes,"Street, Private Lot",$$,11-30,4.5,387,No,No,,Yes,No,0.0
"331 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Classy,"Old Northside, Herron Morton Place","Thu, Fri, Sat",Yes,No,Yes,No,No,No,Background,The Ball & Biscuit,Average,No,Street,$$,11-30,4.0,319,No,No,,Yes,Free,0.0
"719 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Casual,Chatham Arch,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Chatham Tap Restaurant & Pub,Loud,Yes,Street,$$,11-30,4.0,316,No,No,,Yes,Free,0.0
"1134 Prospect St Indianapolis, IN 46203",Full Bar,Casual,Fountain Square,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,,Revolucion,Average,Yes,Street,$$,11-30,3.5,322,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1021 Broad Ripple Ave Indianapolis, IN 46220",Full Bar,Casual,Broad Ripple,,Yes,,Yes,,,Yes,,Thr3e Wise Men Brewing Company,Average,Yes,"Street, Private Lot",$$,11-30,3.5,314,,No,,Yes,Free,0.0
"5215 N College Ave Indianapolis, IN 46220",Full Bar,Trendy,"SoBro, Meridian Kessler",,Yes,,Yes,,,Yes,,Delicia,Average,No,"Street, Private Lot",$$,11-30,4.5,332,,No,,Yes,Free,0.0
"1043 Virginia Ave Ste 6 Indianapolis, IN 46203",Beer & Wine Only,Casual,Fountain Square,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Red Lion Grog House,Average,No,"Street, Private Lot",$$,11-30,4.0,302,,Yes,,Yes,Free,0.0
"635 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Casual,Chatham Arch,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Ralstonâ€™s Drafthouse,Average,Yes,Street,$$,11-30,3.5,303,No,Yes,,Yes,Free,0.0
"4923 N College Ave Indianapolis, IN 46205",Full Bar,"Divey, Hipster","SoBro, Meridian Kessler","Thu, Fri, Sat",Yes,No,Yes,No,Yes,Yes,Juke Box,The Sinking Ship,Average,Yes,"Street, Private Lot",$$,11-30,4.0,288,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1043 Virginia Ave Ste 1A Indianapolis, IN 46203",Full Bar,Casual,Fountain Square,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,La Margarita,Average,Yes,Street,$$,11-30,4.0,299,No,No,,Yes,No,0.0
"4050 Dandy Trl Indianapolis, IN 46254",No,Romantic,Fountain Square,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Rickâ€™s Cafe Boatyard,Average,Yes,"Valet, Private Lot",$$,11-30,3.5,311,Yes,Yes,,No,No,0.0
"1043 Virginia Ave Ste 3 Indianapolis, IN 46203",Full Bar,Casual,Fountain Square,"Wed, Thu, Sun",Yes,No,Yes,No,No,Yes,,Pure Eatery,Average,No,Street,$$,11-30,4.0,252,No,Yes,,Yes,Free,0.0
"6523 Ferguson St Indianapolis, IN 46220",Full Bar,Casual,Broad Ripple,,Yes,,Yes,,,Yes,,Fire By the Monon,Average,Yes,"Street, Private Lot",$$,11-30,4.0,259,,Yes,,Yes,Free,0.0
"842 E 65th St Indianapolis, IN 46220",Full Bar,Casual,Broad Ripple,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,,Broad Ripple Brewpub,Average,Yes,"Street, Private Lot",$$,11-30,3.5,251,No,No,,Yes,Free,0.0
"339 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Casual,Broad Ripple,"Tue, Fri, Sat",Yes,No,Yes,No,No,Yes,,MacNivens Restaurant & Bar,Average,No,Street,$$,11-30,4.0,245,No,No,,Yes,Free,0.0
"5410 N College Ave Indianapolis, IN 46220",Beer & Wine Only,Casual,"SoBro, Meridian Kessler",,Yes,,Yes,,,Yes,,Fat Danâ€™s Deli,Average,Yes,Street,$$,11-30,4.0,263,,No,,Yes,Free,0.0
"702 Virginia Ave Indianapolis, IN 46203",Full Bar,"Hipster, Casual, Trendy",Fletcher Place,"Fri, Sat, Sun",Yes,No,Yes,No,No,Yes,,Hotel Tango,Average,Yes,"Street, Private Lot",$$,Moderate,4.0,232,No,Yes,,,,0.0
"1127 Prospect St Indianapolis, IN 46203",Full Bar,Casual,Fountain Square,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Kumaâ€™s Corner,Loud,Yes,"Street, Private Lot",$$,11-30,4.0,260,No,No,,Yes,Free,0.0
"10 West Washington Indianapolis, IN 46204",Full Bar,Casual,Fountain Square,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Rock Bottom Restaurant & Brewery,Average,Yes,Street,$$,Moderate,3.5,237,No,Yes,,,Free,0.0
"201 S Meridian St Indianapolis, IN 46225",Full Bar,Casual,Fountain Square,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Kilroyâ€™s Bar Nâ€™ Grill,Loud,Yes,Street,$$,11-30,3.5,221,No,No,,Yes,Free,0.0
"345 Massachusetts Ave Indianapolis, IN 46204",Full Bar,Casual,Fountain Square,"Thu, Sat, Sun",Yes,No,Yes,Yes,,Yes,Background,Louieâ€™s Wine Dive,Average,No,Street,$$,11-30,4.0,229,No,Yes,,Yes,Free,0.0
"1127 Shelby St Indianapolis, IN 46203",Full Bar,Hipster,Fountain Square,,Yes,,Yes,,,No,,Thunderbird,Average,Yes,Street,$$,11-30,4.0,218,,No,,Yes,No,0.0
"3720 E 82nd St Indianapolis, IN 46240",Full Bar,Casual,Fountain Square,"Thu, Fri, Sat",No,No,Yes,No,No,Yes,Live,The District Tap,Average,Yes,Private Lot,$$,11-30,3.5,228,No,Yes,,Yes,Free,0.0
"372 S Meridian St Indianapolis, IN 46225",Full Bar,Casual,Pogue's Run,"Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,Slippery Noodle Inn,Loud,Yes,"Street, Private Lot",$$,11-30,3.5,213,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"65 E Pearl St Indianapolis, IN 46204",Full Bar,Casual,Pogue's Run,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,Pearl Street Pizzeria & Pub,Average,No,Street,$$,11-30,4.0,206,No,Yes,,Yes,Free,0.0
"2836 Bledsoe St Fort Worth, TX 76107",Full Bar,Casual,Arlington Heights,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Rodeo Goat,Loud,Yes,"Garage, Street, Private Lot",$$,11-30,4.0,1015,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"310 Houston St Fort Worth, TX 76102",Full Bar,,Downtown,,No,,Yes,,,No,,Reata,Average,Yes,,$$$,31-60,4.0,575,,Yes,,Yes,No,0.0
"801 W Magnolia Ave Fort Worth, TX 76104",Beer & Wine Only,Hipster,Southside,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,Brewed,Average,Yes,Street,$$,11-30,3.5,557,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"711 W Magnolia Ave Fort Worth, TX 76104",Full Bar,Trendy,Southside,,Yes,,Yes,,,No,,Shinjuku Station,Average,Yes,"Street, Private Lot",$$,11-30,4.5,504,,Yes,,Yes,Free,0.0
"915 Currie St Fort Worth, TX 76107",Full Bar,Divey,Arlington Heights,,Yes,,Yes,,,Yes,,Fredâ€™s Texas Cafe,Loud,Yes,Street,$$,11-30,4.0,461,,No,,Yes,No,0.0
"155 E 4th St Fort Worth, TX 76102",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,,Bird Cafe,Average,Yes,"Valet, Garage, Street, Validated",$$,11-30,3.5,465,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"928 Northton St Fort Worth, TX 76104",Full Bar,Casual,TCU/West Cliff,,Yes,,Yes,,,Yes,,Torchyâ€™s Tacos,Average,Yes,"Garage, Private Lot",$,Under 10,4.0,460,,No,,No,No,0.0
"111 E 3rd St Fort Worth, TX 76102",Full Bar,Casual,Downtown,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Flying Saucer Draught Emporium,Average,Yes,"Garage, Street",$$,11-30,4.0,427,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"909 W Magnolia Ave Fort Worth, TX 76109",Full Bar,Casual,Southside,"Fri, Sat",Yes,No,Yes,Yes,No,Yes,Live,Yucatan Taco Stand Tequila Bar & Grill,Loud,Yes,"Street, Private Lot",$$,11-30,3.5,413,No,No,,No,No,0.0
"808 Main St Fort Worth, TX 76102",Full Bar,,Downtown,,Yes,,Yes,,,Yes,,Little Red Wasp,Average,Yes,"Valet, Street",$$,11-30,4.0,343,,Yes,,Yes,Free,0.0
"2406 N Main St Fort Worth, TX 76164",Full Bar,,Northeast,,No,,Yes,,,No,,The Lonesome Dove Western Bistro,Average,Yes,Valet,$$$$,Above 61,4.0,333,,Yes,,Yes,Free,0.0
"4701 West Fwy Fort Worth, TX 76107",Full Bar,Casual,Arlington Heights,"Fri, Sat, Sun",No,Yes,Yes,Yes,,Yes,Live,Buttons Restaurant,Average,Yes,Private Lot,$$,11-30,3.5,346,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"109 E Exchange Ave Fort Worth, TX 76164",Full Bar,Touristy,Northeast,,Yes,,Yes,,,Yes,,H3 Ranch,Average,No,Street,$$,11-30,4.0,320,,Yes,,Yes,No,0.0
"1229 7th Ave Fort Worth, TX 76104",Full Bar,"Hipster, Casual",Southside,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Bearded Lady,Average,Yes,Street,$$,11-30,4.0,310,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2948 Crockett St Fort Worth, TX 76107",Full Bar,Casual,Arlington Heights,"Fri, Sat, Sun",No,No,Yes,Yes,No,Yes,Background,Mashâ€™d,Average,Yes,"Garage, Street",$$,11-30,4.0,320,No,Yes,,Yes,Free,0.0
"401 W Magnolia Ave Fort Worth, TX 76104",Full Bar,Casual,Southside,Sun,Yes,No,Yes,Yes,No,Yes,,Fixture,Average,Yes,Street,$$,11-30,4.0,314,No,Yes,,Yes,Free,0.0
"6115 Camp Bowie Blvd Ste 104 Fort Worth, TX 76116",Full Bar,Classy,Western Hills/Ridglea,Wed,No,No,Yes,Yes,No,Yes,,The Blu Crab Seafood House & Bar,Average,No,Private Lot,$$,11-30,4.0,284,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"2421 W 7th St Ste 109 Fort Worth, TX 76107",Beer & Wine Only,Trendy,Arlington Heights,"Fri, Sat, Sun",Yes,No,Yes,Yes,,Yes,,MAXâ€™s Wine Dive,Average,Yes,Valet,$$,11-30,4.0,284,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
"800 Main St Fort Worth, TX 76102",Full Bar,"Classy, Upscale",Downtown,"Thu, Fri, Sat",No,No,Yes,No,,Yes,Background,The Capital Grille,Average,Yes,"Valet, Garage, Street",$$$,31-60,4.5,258,No,Yes,,Yes,Free,0.0
