Address,Alcohol,Ambience,Area,Best Nights,Bike Parking,Good For Dancing,Good for Groups,Happy Hour,Has Pool Table,Has TV,Music,Name,Noise Level,Outdoor Seating,Parking,Price_Level,Price_Range,Rating,Reviews,Smoking,Takes Reservations,Waiter Service,Waiter_Service,Wi-Fi,index
"617 S Sharon Amity Rd Charlotte, NC 28211",Full Bar,Casual,Cotswold,Sun,Yes,No,Yes,Yes,No,Yes,,Eddie’s Place,Average,Yes,Private Lot,$$,11-30,4.0,221,No,No,,Yes,Free,0.0
"7716 Rea Rd Charlotte, NC 28277",Full Bar,,Cotswold,"Wed, Sat, Sun",Yes,No,Yes,Yes,,Yes,,Firebirds Wood Fired Grill,Average,Yes,"Valet, Private Lot",$$,11-30,4.0,243,No,Yes,,Yes,Free,0.0
"2007 Commonwealth Ave Charlotte, NC 28205",Beer & Wine Only,"Hipster, Casual",Cotswold,,Yes,,Yes,,,No,,The Common Market,Average,Yes,Street,$,Under 10,4.5,205,,No,,No,Free,0.0
"9605 N Tryon St Ste A Charlotte, NC 28262",Full Bar,Casual,University City,"Mon, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Flying Saucer Draught Emporium,Average,Yes,Private Lot,$$,11-30,4.0,210,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"9005-2 Jm Keynes Rd Charlotte, NC 28262",Full Bar,Casual,University City,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Boardwalk Billys Raw Bar & Ribs,Average,Yes,Private Lot,$$,11-30,3.5,220,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3120 N Davidson St Charlotte, NC 28205",Full Bar,Casual,NoDa,"Thu, Fri, Sat",Yes,No,Yes,No,No,Yes,Background,Growlers Pourhouse,Average,No,Street,$$,11-30,4.0,184,No,No,,Yes,No,0.0
"330 N Tryon St Charlotte, NC 28202",Full Bar,"Intimate, Romantic, Classy",First Ward,"Thu, Fri, Sat",Yes,No,Yes,No,No,No,,The Cellar At Duckworth’s,Average,No,Street,$$,11-30,4.5,216,No,Yes,,Yes,No,0.0
"210 E Trade St Ste A-208 EpiCentre Charlotte, NC 28202",Full Bar,Casual,Uptown,"Tue, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,DJ,Whisky River,Very Loud,Yes,"Valet, Garage, Street",$$,11-30,2.5,200,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2127 Ayrsley Town Blvd Ste 103 Charlotte, NC 28273",Full Bar,Casual,Steele Creek,,Yes,,Yes,,,Yes,,Harry’s Grille & Tavern,Average,Yes,"Street, Private Lot",$$,11-30,4.0,195,,Yes,,Yes,Free,0.0
"1608 East Blvd Charlotte, NC 28203",Full Bar,Casual,Dilworth,,Yes,,Yes,,,Yes,,Kid Cashew,Average,Yes,Private Lot,$$,11-30,4.0,207,,No,,Yes,Free,0.0
"601 S Cedar St Charlotte, NC 28202",Full Bar,Trendy,Uptown,"Thu, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Draught,Average,Yes,Private Lot,$$,11-30,3.5,177,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"601 Queen Anne Ave N Seattle, WA 98109",Full Bar,Trendy,Lower Queen Anne,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Toulouse Petit Kitchen & Lounge,Average,No,Street,$$,11-30,4.0,2937,No,Yes,,Yes,Free,0.0
<br/,Full Bar,Romantic,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,,No,Live,The Pink Door,Average,Yes,"Garage, Street",$$,11-30,4.0,2599,No,Yes,,Yes,Free,0.0
"1225 4th Ave Seattle, WA 98101",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,,No,Background,Purple Café and Wine Bar,Average,No,"Garage, Street, Validated",$$$,31-60,4.0,1836,No,Yes,,Yes,Free,0.0
"401 Westlake Ave N Seattle, WA 98109",Full Bar,Casual,South Lake Union,,Yes,No,Yes,Yes,No,Yes,,Serious Pie & Biscuit,Average,No,Street,$$,11-30,4.0,1323,No,No,,Yes,Free,0.0
"2226 1st Ave Seattle, WA 98121",Full Bar,Trendy,Belltown,"Mon, Fri, Sun",Yes,No,No,Yes,No,No,Background,List,Average,Yes,Street,$$,11-30,4.5,1294,No,No,,Yes,No,0.0
"1001 E Pike St Seattle, WA 98122",Full Bar,Trendy,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Quinn’s,Average,No,Street,$$,11-30,4.0,1202,No,No,,Yes,No,0.0
"2030 5th Ave Seattle, WA 98121",Full Bar,Casual,Denny Triangle,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Palace Kitchen,Average,No,Street,$$,11-30,4.0,948,No,Yes,,Yes,Free,0.0
"1361 E Olive Way Seattle, WA 98122",Full Bar,Casual,Capitol Hill,"Thu, Fri, Sat",Yes,No,No,Yes,No,Yes,,Pie Bar,Average,No,Street,$$,Moderate,4.5,921,No,No,,,Free,0.0
"400 N 35th St Seattle, WA 98103",Full Bar,Casual,Fremont,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Brouwer’s Cafe,Average,Yes,Street,$$,11-30,4.0,853,No,No,,Yes,No,0.0
<br/,Full Bar,Hipster,Downtown,"Tue, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Radiator Whiskey,Loud,No,Street,$$,11-30,4.5,839,No,Yes,,Yes,No,0.0
"1506 6th Ave Seattle, WA 98101",Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Background,Tap House Grill,Average,No,Street,$$,11-30,3.5,849,No,Yes,,Yes,Free,0.0
"1501 Western Ave Ste 202 Seattle, WA 98101",Full Bar,Trendy,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,The Zig Zag Café,Average,Yes,"Garage, Street",$$,11-30,4.5,795,No,Yes,,Yes,No,0.0
<br/,Full Bar,Intimate,Belltown,"Wed, Fri, Sat",Yes,No,No,Yes,No,No,Background,Bathtub Gin & Co,Average,No,Street,$$,Moderate,4.0,771,No,No,,,No,0.0
"1118 E Pike St Seattle, WA 98122",Full Bar,Hipster,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,Unicorn,Loud,No,Street,$$,11-30,4.0,752,No,No,,No,No,0.0
"1356 E Olive Way Seattle, WA 98122",Full Bar,Intimate,Capitol Hill,"Thu, Fri, Sat",No,No,No,Yes,No,Yes,Background,Knee High Stocking,Average,No,Street,$$,11-30,4.0,697,No,Yes,,Yes,No,0.0
"1406 12th Ave Seattle, WA 98122",Full Bar,Trendy,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Tavern Law,Loud,Yes,Street,$$,11-30,4.0,615,No,Yes,,Yes,No,0.0
"928 12th Ave Seattle, WA 98122",Full Bar,Classy,Central District,"Thu, Fri, Sat",Yes,No,No,No,No,No,Background,Canon,Average,No,Street,$$,11-30,4.0,606,No,Yes,,Yes,No,0.0
"5225 Ballard Ave NW Seattle, WA 98107",Full Bar,"Hipster, Casual",Ballard,"Wed, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,King’s Hardware,Loud,Yes,Street,$$,11-30,4.0,565,No,Yes,,Yes,Free,0.0
"2222 2nd Ave Seattle, WA 98121",Full Bar,Divey,Belltown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,Shorty’s,Loud,Yes,Street,$,Inexpensive,4.0,551,Outdoor Area / Patio Only,No,,,No,0.0
"410 Broadway E Seattle, WA 98102",Full Bar,Casual,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Witness,Average,Yes,"Garage, Street",$$,11-30,4.5,567,No,No,,Yes,No,0.0
"2604 1st Ave Seattle, WA 98121",Full Bar,Casual,Belltown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Some Random Bar,Average,Yes,Street,$$,11-30,4.5,583,No,No,,Yes,No,0.0
"1050 N 34th St Seattle, WA 98103",Beer & Wine Only,Casual,Fremont,"Fri, Sat, Sun",Yes,No,Yes,No,No,No,Background,Fremont Brewing,Average,Yes,Street,$,Inexpensive,4.5,522,No,No,,,No,0.0
<br/,Full Bar,Casual,Downtown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Alibi Room,Loud,No,Street,$$,11-30,4.0,504,No,No,,Yes,No,0.0
"517 15th Ave E Seattle, WA 98112",Full Bar,Hipster,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Liberty,Average,No,Street,$$,11-30,4.0,470,No,Yes,,Yes,Free,0.0
"526 Queen Anne Ave N Seattle, WA 98109",Full Bar,Divey,Lower Queen Anne,"Fri, Sat, Sun",Yes,No,No,Yes,No,No,Juke Box,Mecca Cafe,Average,No,Street,$,Under 10,4.0,502,No,No,,Yes,No,0.0
<br/,Full Bar,Classy,Downtown,,No,No,Yes,No,No,No,Background,Tulio,Average,Yes,"Valet, Garage, Street",$$$,31-60,4.0,495,No,Yes,,Yes,No,0.0
<br/,Full Bar,Casual,South Lake Union,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Feierabend,Average,Yes,Street,$$,11-30,4.0,424,No,No,,Yes,Free,0.0
"1603 Nagle Pl Seattle, WA 98122",Full Bar,Trendy,Capitol Hill,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Karaoke,Rock Box,Loud,Yes,"Garage, Street",$$,Moderate,4.0,416,Outdoor Area / Patio Only,Yes,,,No,0.0
<br/,Full Bar,Casual,Downtown,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,El Borracho,Average,Yes,Street,$$,11-30,4.0,460,No,No,,Yes,No,0.0
"2122 2nd Ave Seattle, WA 98121",Full Bar,Casual,Belltown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,The Whisky Bar,Average,No,Street,$$,11-30,4.0,411,Outdoor Area / Patio Only,No,,Yes,No,0.0
"2253 N 56th St Seattle, WA 98103",Full Bar,Casual,Wallingford,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Burgundian,Average,Yes,Street,$$,11-30,4.0,412,No,No,,Yes,No,0.0
"429 Westlake Ave N Seattle, WA 98109",Full Bar,Trendy,South Lake Union,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,re:public,Average,Yes,Street,$$,11-30,4.0,402,No,Yes,,Yes,Free,0.0
"1600 Melrose Ave Seattle, WA 98122",Full Bar,Casual,Capitol Hill,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,The Pine Box,Loud,Yes,Street,$$,11-30,4.0,377,No,No,,Yes,No,0.0
"4720 California Ave SW Seattle, WA 98116",Beer & Wine Only,Casual,"Fairmount Park, Junction","Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Elliott Bay Brewery & Pub,Average,No,Street,$$,11-30,4.0,387,No,No,,Yes,Free,0.0
"4539 California Ave SW Seattle, WA 98116",Full Bar,Casual,Junction,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,West 5,Average,No,Street,$$,11-30,4.0,389,No,No,,Yes,No,0.0
"607 Summit Ave E Seattle, WA 98102",Full Bar,Intimate,Capitol Hill,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Sun Liquor,Average,Yes,Street,$$,Moderate,4.5,346,Outdoor Area / Patio Only,No,,,,0.0
"711 Westlake Ave Seattle, WA 98109",Full Bar,Casual,"South Lake Union, Westlake","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Cask & Trotter,Average,No,Street,$$,11-30,4.0,365,No,Yes,,Yes,Free,0.0
"5501 Airport Way S Seattle, WA 98108",Full Bar,Divey,Industrial District,"Tue, Fri, Sun",Yes,No,Yes,Yes,No,Yes,Juke Box,Georgetown Liquor Company,Average,No,Street,$$,11-30,4.0,345,No,No,,Yes,Free,0.0
"601 S King St Ste 202 Seattle, WA 98104",Full Bar,Casual,International District,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Fort St. George,Average,No,Street,$$,11-30,3.5,329,No,No,,Yes,No,0.0
"2332 2nd Ave Seattle, WA 98121",Full Bar,Intimate,Belltown,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,,Rob Roy,Average,Yes,Street,$$,Moderate,4.0,318,No,No,,,Free,0.0
"523 E 17th Ave Denver, CO 80203",Full Bar,Casual,"Northwest, Uptown","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Steuben’s Food Service,Average,Yes,"Street, Private Lot",$$,11-30,4.0,2006,No,No,,Yes,Free,0.0
"2641 E 2nd Ave Denver, CO 80206",Full Bar,Casual,"Southeast, Cherry Creek","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Juke Box,Cherry Cricket,Loud,Yes,Street,$$,11-30,4.0,1936,No,No,,Yes,No,0.0
"1317 14th St Denver, CO 80202",Full Bar,Trendy,"Northwest, Lodo",,Yes,,Yes,,,Yes,,Euclid Hall Bar & Kitchen,Average,Yes,Street,$$,11-30,4.0,1621,,Yes,,Yes,Free,0.0
"206 E 13th Ave Denver, CO 80203",Full Bar,Hipster,"Southwest, Capitol Hill","Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,Background,City O’ City,Average,Yes,Street,$$,11-30,4.0,1249,No,Yes,,Yes,Free,0.0
"1530 Blake St Ste A Denver, CO 80202",Full Bar,Casual,"Northwest, Lodo","Thu, Fri, Sat",Yes,No,Yes,Yes,,Yes,Background,Freshcraft,Average,Yes,Street,$$,11-30,4.0,798,No,Yes,,Yes,Free,0.0
"1700 Vine St Denver, CO 80206",Full Bar,Casual,Northeast,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,No,,Vine Street Pub & Brewery,Average,Yes,Street,$$,11-30,4.0,762,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1555 Court Pl Denver, CO 80202",Full Bar,Casual,"Northwest, CBD","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Yard House,Average,Yes,"Valet, Garage, Street",$$,11-30,3.5,711,No,No,,Yes,Free,0.0
"2219 W 32nd Ave Denver, CO 80211",Full Bar,Casual,"Highland, Northwest","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,Background,Highland Tap and Burger,Average,Yes,"Street, Private Lot",$$,11-30,4.0,690,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1808 Blake St Denver, CO 80202",Full Bar,Trendy,"Northwest, Lodo","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,DJ,The 9th Door,Average,Yes,Street,$$,11-30,4.0,566,No,Yes,,Yes,No,0.0
"3160 Tejon St Denver, CO 80211",Full Bar,Classy,"Highland, Northwest","Mon, Fri, Sat",Yes,No,No,No,No,No,Background,Williams & Graham,Average,No,Street,$$,11-30,4.0,576,No,Yes,,Yes,No,0.0
"2376 15th St Denver, CO 80202",Full Bar,Casual,"Highland, Northwest","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,My Brother’s Bar,Average,Yes,Street,$,Under 10,4.0,557,No,No,,Yes,No,0.0
"1530 16th St Ste 101 Denver, CO 80202",Full Bar,"Hipster, Casual","Northwest, Lodo","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Illegal Pete’s,Loud,Yes,Street,$,Under 10,4.0,533,Outdoor Area / Patio Only,No,,No,Free,0.0
"1701 Wynkoop St Ste 155 Denver, CO 80202",Full Bar,Trendy,"Northwest, Lodo","Tue, Wed, Thu",Yes,No,Yes,Yes,No,No,Background,Mercantile Dining & Provision,Average,Yes,Street,$$,11-30,4.5,568,No,Yes,,Yes,No,0.0
"4700 Cherry Creek Dr S Denver, CO 80246",Full Bar,Casual,Southeast,"Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Bull & Bush,Loud,Yes,Private Lot,$$,11-30,4.0,544,No,Yes,,Yes,Free,0.0
"535 16th St Ste 110 Denver, CO 80202",Full Bar,Casual,"Northwest, CBD","Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Live,Appaloosa Grill,Average,Yes,"Garage, Street",$$,11-30,4.0,541,No,Yes,,Yes,Free,0.0
"620 E 6th Ave Denver, CO 80203",Full Bar,Casual,"Southwest, Alamo Placita",,Yes,No,Yes,Yes,No,Yes,Background,Angelo’s Taverna,Average,Yes,Street,$$,11-30,4.5,565,No,Yes,,Yes,Free,0.0
"3200 Pecos St Denver, CO 80211",Full Bar,"Hipster, Casual, Trendy","Highland, Northwest","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Avanti Food & Beverage,Loud,Yes,Street,$$,11-30,4.0,543,No,Yes,,No,Free,0.0
"2532 15th St Denver, CO 80211",Full Bar,Hipster,"Highland, Northwest","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Forest Room 5,Average,Yes,Street,$$,11-30,3.0,503,Outdoor Area / Patio Only,No,,Yes,No,0.0
"1215 20th St Denver, CO 80202",Full Bar,Trendy,"Northwest, Five Points","Fri, Sat, Sun",Yes,Yes,Yes,Yes,No,Yes,Live,Ophelia’s Electric Soapbox,Average,Yes,"Valet, Street",$$,11-30,4.0,502,No,Yes,,Yes,Free,0.0
"3 S Broadway Denver, CO 80209",Full Bar,Hipster,"Southwest, Speer","Mon, Fri, Sun",Yes,No,Yes,Yes,No,No,DJ,Sputnik,Loud,No,Street,$,Under 10,3.5,462,No,No,,Yes,Free,0.0
"1801 California St Denver, CO 80202",Full Bar,"Trendy, Upscale","Northwest, CBD","Fri, Sat",No,No,Yes,Yes,,Yes,Background,Guard and Grace,Average,Yes,Valet,$$$,31-60,4.5,528,No,Yes,,Yes,Free,0.0
"1925 Blake St Denver, CO 80202",Full Bar,Hipster,"Northwest, Lodo","Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Juke Box,The 1up - LoDo,Very Loud,Yes,Street,$,Under 10,4.0,451,Outdoor Area / Patio Only,No,,No,No,0.0
"1400 Stout St Denver, CO 80202",Full Bar,"Casual, Trendy","Northwest, CBD","Wed, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Stout Street Social,Average,Yes,"Valet, Garage, Street, Validated",$$,11-30,4.0,499,No,Yes,,Yes,Free,0.0
"3400 Navajo St Denver, CO 80211",Full Bar,Casual,"Highland, Northwest","Wed, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,,Highland Tavern,Average,No,Street,$$,11-30,4.0,450,No,No,,Yes,Free,0.0
"3628 W 32nd Ave Denver, CO 80211",Full Bar,Casual,"Highland, Northwest","Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,El Camino Community Tavern,Loud,No,Street,$$,11-30,4.0,465,No,Yes,,Yes,Free,0.0
"504 E Colfax Ave Denver, CO 80203",Full Bar,Casual,"Northwest, Uptown","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Prohibition,Average,Yes,Street,$$,11-30,4.0,412,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"2817 E 3rd Ave Ste F&amp;G Denver, CO 80206",Full Bar,Casual,"Southeast, Cherry Creek","Tue, Fri, Sat",Yes,No,Yes,Yes,No,Yes,Background,Machete Tequila + Tacos,Average,Yes,Street,$$,11-30,4.0,446,No,Yes,,Yes,Free,0.0
"1201 E Colfax Ave Denver, CO 80218",Full Bar,Casual,Northeast,"Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Irish Snug,Average,Yes,Street,$$,11-30,4.0,378,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"3801 W 32nd Ave Denver, CO 80211",Full Bar,Casual,"Highland, Northwest","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Fire On the Mountain,Average,Yes,Street,$$,11-30,4.0,426,No,No,,No,Free,0.0
"1111 Lincoln St Denver, CO 80203",Full Bar,Casual,"Southwest, Capitol Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,Yes,Yes,Live,Stoney’s Bar & Grill,Loud,Yes,Street,$$,Moderate,3.5,317,Outdoor Area / Patio Only,Yes,,,Free,0.0
"3163 Larimer St Denver, CO 80205",Full Bar,Trendy,"Northwest, Five Points","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,The Populist,Average,Yes,Street,$$,11-30,4.0,320,No,Yes,,Yes,No,0.0
"1521 Marion St Denver, CO 80218",Full Bar,Casual,Northeast,"Mon, Fri, Sun",Yes,No,Yes,Yes,No,Yes,,Las Margs,Average,Yes,Private Lot,$,Under 10,4.5,330,No,Yes,,Yes,Free,0.0
"24 Broadway Ste 102 Denver, CO 80203",Full Bar,Casual,"Southwest, Speer","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,Historians Ale House,Average,Yes,Street,$$,11-30,3.5,318,No,No,,Yes,Free,0.0
"2015 E 17th Ave Denver, CO 80206",Full Bar,"Hipster, Casual",Northeast,"Wed, Thu, Sat",Yes,No,Yes,Yes,No,No,Background,The Thin Man,Average,Yes,Street,$$,Moderate,4.0,269,Outdoor Area / Patio Only,No,,,Free,0.0
"1600 17th St Oxford Hotel Denver, CO 80238",Full Bar,"Intimate, Classy","Northwest, Lodo","Thu, Fri, Sat",Yes,No,Yes,Yes,No,No,Juke Box,The Cruise Room,Average,No,Street,$$,Moderate,4.0,268,No,No,,,No,0.0
"1950 S Holly St Denver, CO 80222",Full Bar,Casual,Southeast,"Tue, Fri, Sun",Yes,No,Yes,Yes,No,Yes,,Esters Neighborhood Pub,Average,Yes,,$$,11-30,4.5,324,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"1309 26th St Denver, CO 80205",Beer & Wine Only,"Hipster, Casual, Trendy","Northwest, Five Points","Fri, Sat, Sun",Yes,No,Yes,Yes,No,Yes,,First Draft,Average,Yes,Street,$$,Moderate,4.5,278,No,Yes,,,Free,0.0
"4550 S Kipling St Denver, CO 80127",Full Bar,Casual,Southwest,"Thu, Fri, Sun",Yes,No,Yes,Yes,No,Yes,,The 49th,Average,Yes,Private Lot,$$,11-30,4.5,334,No,No,,Yes,Free,0.0
"1543 Champa St Denver, CO 80202",Full Bar,Intimate,"Northwest, CBD","Thu, Sat, Sun",Yes,No,Yes,No,No,No,,Union Lodge No.1,Average,No,Street,$$,Moderate,5.0,277,No,No,,,No,0.0
"800 Lincoln St Denver, CO 80203",Beer & Wine Only,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Lowdown Brewery,Average,Yes,Street,$$,11-30,4.0,281,,No,,Yes,Free,0.0
"3622 E Missouri Ave El Paso, TX 79903",Beer & Wine Only,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,L & J Cafe,Loud,No,Street,$$,11-30,4.5,736,,Yes,,Yes,No,0.0
"300 Cincinnati Ave El Paso, TX 79902",Full Bar,Trendy,"Southwest, Capitol Hill",,Yes,,No,,,Yes,,Crave Kitchen and Bar,Average,Yes,Street,$$,11-30,4.0,425,,No,,Yes,No,0.0
"4141 N Mesa St El Paso, TX 79902",Full Bar,Casual,"Southwest, Capitol Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,The Hoppy Monk - El Paso,Average,Yes,"Street, Private Lot",$$,11-30,4.5,350,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"11990 Rojas Dr El Paso, TX 79936",Full Bar,"Hipster, Trendy","Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Crave Kitchen & Bar,Average,Yes,Private Lot,$$,11-30,3.5,271,,No,,Yes,No,0.0
"1310 Magruder St El Paso, TX 79925",Full Bar,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Los Bandidos De Carlos & Mickey’s,Average,Yes,Private Lot,$$,11-30,3.5,237,,Yes,,Yes,No,0.0
"2719 N Piedras St El Paso, TX 79930",Full Bar,Divey,"Southwest, Capitol Hill",,Yes,No,Yes,No,No,Yes,,Kiki’s Restaurant & Bar,Average,No,Street,$,Under 10,4.0,236,No,No,,Yes,No,0.0
"115 S Durango St Ste D El Paso, TX 79901",Full Bar,Trendy,"Southwest, Capitol Hill",,Yes,,Yes,,,No,,Tabla,Average,Yes,Street,$$,11-30,4.5,195,,Yes,,Yes,No,0.0
"303 N Oregon St Ste 110 El Paso, TX 79901",Full Bar,Classy,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Anson11,Average,No,"Garage, Private Lot, Validated",$$,11-30,4.0,182,,Yes,,Yes,Free,0.0
"6590 Montana Ave El Paso, TX 79925",Full Bar,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Toro Burger Bar,Average,No,Private Lot,$$,11-30,4.0,172,,No,,Yes,No,0.0
"1330 Robert E Lee Rd El Paso, TX 79925",Full Bar,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Track One,Average,No,Street,$$,11-30,3.5,170,,No,,Yes,No,0.0
"4799 N Mesa St El Paso, TX 79912",Full Bar,Casual,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Angry Owl,Average,Yes,Private Lot,$$,11-30,3.5,157,,No,,Yes,Free,0.0
"3800 N Mesa St Ste D1 El Paso, TX 79902",Full Bar,Intimate,"Southwest, Capitol Hill",Fri,Yes,No,Yes,Yes,,Yes,Live,Mesa Street Grill,Average,Yes,Private Lot,$$$,31-60,3.5,143,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"1491 Lee Trevino Dr Ste B El Paso, TX 79936",Full Bar,"Hipster, Casual, Trendy","Southwest, Capitol Hill","Thu, Fri, Sat",Yes,No,Yes,Yes,No,Yes,,Steve O’s,Average,No,Private Lot,$$,11-30,4.0,149,No,No,,Yes,Free,0.0
"307 E Franklin El Paso, TX 79901",Full Bar,Trendy,"Southwest, Capitol Hill",,Yes,,Yes,,,No,,The Pot Au Feu,Average,No,Street,$$,11-30,4.5,125,,Yes,,Yes,Free,0.0
"4172 N Mesa St El Paso, TX 79902",Full Bar,Hipster,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Block - Table & Tap,Average,Yes,Private Lot,$$,11-30,4.0,118,,No,,Yes,No,0.0
"255 Shadow Mountain Ste A El Paso, TX 79912",Full Bar,"Hipster, Casual, Trendy","Southwest, Capitol Hill","Mon, Fri, Sat",Yes,No,Yes,Yes,No,No,Background,Eloise,Average,Yes,Private Lot,$$,11-30,4.0,105,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"305 E Franklin Ave El Paso, TX 79901",Beer & Wine Only,"Casual, Trendy","Southwest, Capitol Hill","Wed, Fri, Sat",Yes,No,Yes,Yes,,No,,Craft and Social,Average,Yes,Street,$$,11-30,4.5,105,Outdoor Area / Patio Only,No,,Yes,Free,0.0
"109 N Oregon St El Paso, TX 79901",Full Bar,"Classy, Upscale","Southwest, Capitol Hill",Sat,No,No,Yes,Yes,,Yes,,Cafe Central,Quiet,Yes,Valet,$$$,31-60,3.5,93,Outdoor Area / Patio Only,Yes,,Yes,Free,0.0
"8889 Gateway Blvd W Ste 1500 El Paso, TX 79925",Full Bar,Casual,"Southwest, Capitol Hill",,Yes,No,Yes,No,,Yes,,Chuy’s,Average,Yes,Garage,$$,11-30,3.5,94,,No,,Yes,No,0.0
"1515 N Lee Trevino Dr El Paso, TX 79935",Full Bar,Hipster,"Southwest, Capitol Hill",,Yes,,Yes,,,Yes,,Coco.Miel,Average,Yes,Private Lot,$$,11-30,4.0,88,,No,,Yes,No,0.0
"4935 N Mesa St Ste 2 El Paso, TX 79912",Full Bar,Trendy,"Southwest, Capitol Hill","Thu, Fri, Sat",Yes,Yes,Yes,Yes,No,Yes,Background,Cantina Malolam,Loud,Yes,Street,$$,11-30,3.0,78,Outdoor Area / Patio Only,Yes,,Yes,No,0.0
